g6,edges,alpha,theta,gap,ratio,status
ICQb`rs]W,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQdbG{j_,19,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQ`fH[jG,19,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`qurw,22,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbResMg,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rYYw,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
I?`DBOk}_,16,4,4.4678437313,0.4678437313,1.1169609328,Solved
ICQeR`[nO,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rizO,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQRDO{NW,19,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`pyhw,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbbewMg,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbbesMg,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICRV@qkuo,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQeR`[ng,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rk^w,23,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rqlw,22,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQRDO{\o,19,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbdd[MW,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rkdw,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rkr_,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQRDPqN_,18,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICOedq[Xo,19,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rY^O,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQeR`[so,19,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICOedq[jW,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbR`Yqo,19,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICRV@qknG,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQRDO{MW,18,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`r{zw,24,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`r{zo,23,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rYtg,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbde[t_,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rk\w,22,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbdW{rW,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbdW{rO,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQbdW{tw,22,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQ`fIkvO,20,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rYlg,21,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rrmw,23,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQb`rq{w,22,3,3.4678437313,0.4678437313,1.1559479104,Solved
ICQeR`[[w,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbR_ytg,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICOedq[{o,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rm}_,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICRV@qk]O,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbR_yzg,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`r{zg,23,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDO{\_,18,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDO{Ww,18,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rs~_,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDqk|w,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`py]O,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rK|g,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDO{NG,18,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rsmO,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICRV@qk~W,23,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQe`q[}g,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`quyo,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`q}}w,24,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rkxg,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbR_yxw,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rz^w,25,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rqyw,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQe`q[~w,23,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbdW{ZG,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbR_yfO,19,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rm~o,24,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQeR`[ew,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICRV@qsjG,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDO{~O,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDqkWw,19,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQeR`[^G,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbR_y{w,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`qu~G,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rizw,23,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQeR`[^W,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`qr^w,23,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbdW{~_,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICRbcqhV?,19,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbdW{Xo,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rqn_,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDO{y_,18,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rku_,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICOedq[ro,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rkvg,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbdW{zo,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDO{vO,19,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`ry^_,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rYyO,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rm^W,23,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`quzg,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rKlG,19,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbR_yvG,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`rKng,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDqk^W,21,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQeR`[nG,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`ry|W,23,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQbR_yug,20,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQRDqk~W,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
I?`DBOk}W,17,4,4.4678437312,0.4678437312,1.1169609328,Solved
ICQb`rmnO,22,3,3.4678437312,0.4678437312,1.1559479104,Solved
ICQb`r{lw,23,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQbdW{]w,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rqz_,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`q}~O,23,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`riVw,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`quzO,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rsjw,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQe`q[NW,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rY|g,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQbdW{z_,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQbR_y|W,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`qr}w,23,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rqno,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`q}~o,24,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rYyo,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQeR`[vw,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`py|_,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQbR_yqw,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rqNW,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rqVo,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQbR_ylw,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`ri^g,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
I?`bC`WF?,13,4,4.4678437311,0.4678437311,1.1169609328,Solved
ICQe`q[ZO,19,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rs}W,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`qu|W,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`r{yo,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`r{xw,23,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rm}w,24,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICRV@qkt_,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`q}|o,23,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICRV@qkqg,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICRV@qklW,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rk~g,23,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rYkw,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQeR`[VW,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQeeT[}?,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`riNW,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQ`fIkzO,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rYsw,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rqlo,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQe`q[fg,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQe`q[]o,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rqsw,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICRV@qkuW,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rK{o,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQe`pdfG,19,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rk{o,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQbR_yXw,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQbR_yyo,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
I?`DA_wJO,13,4,4.4678437311,0.4678437311,1.1169609328,Solved
ICQbdW{Mw,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`ryjw,23,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`ri]W,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICRbdQydo,21,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rq|g,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICOedq[mW,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rmnW,23,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQbRe[m?,19,3,3.4678437311,0.4678437311,1.1559479104,Solved
I?`DBOk{?,14,4,4.4678437311,0.4678437311,1.1169609328,Solved
ICOedq[mo,20,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQb`rs~G,22,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQRDO{w_,17,3,3.4678437311,0.4678437311,1.1559479104,Solved
ICQ`fIk}W,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rYxo,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQRDO{uW,19,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`qunW,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[no,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rk|g,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICRV@qkzG,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQRDqkyW,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQbdjgMW,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQe`q[]g,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`qung,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQdarSfO,19,3,3.467843731,0.467843731,1.1559479103,Solved
ICQe`q[|G,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQ`fIk~w,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`pyn_,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rsnG,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[|o,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`r{|g,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQbdW{uw,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[NO,19,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[uo,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[Jw,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICOedq[nw,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[tg,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQffG{j_,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[yw,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`qr}g,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rY^_,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICOedq[mw,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rK}w,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICRV@qk{g,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICRV@qkzo,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rY^w,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQbR_yvg,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQbdW{zw,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQbdW{Hw,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`ruyw,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQbRdwXW,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rklw,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rifW,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rijw,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`r{z_,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rY|W,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICRV@qkx_,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rk|G,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rsjo,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`py{w,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`qrxo,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rszW,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[Uw,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQe`q[jO,19,3,3.467843731,0.467843731,1.1559479103,Solved
ICQbdW{^W,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rqdw,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rsuW,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`qr]o,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rsxw,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rm]w,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`py}W,22,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`ry~O,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQbdW{kg,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`quz_,21,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`ru~W,24,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`q}no,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQeR`[]g,20,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`qu~w,24,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`rr{w,23,3,3.467843731,0.467843731,1.1559479103,Solved
ICQb`qu~_,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICdebQklO,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICpbfG{ho,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`ry~w,25,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`riNw,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`riZg,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQe`q[mo,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`qu}g,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQ`fIku_,19,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQbRc{Mg,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`ru~o,24,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQbdW{fW,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQbeUkNO,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`r{~o,24,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`ru~w,25,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rqnw,23,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICOedq[}W,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQbR_y~o,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQbRikx_,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICOedq[uW,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICOedq[~_,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
I?`DBOk^W,17,4,4.4678437309,0.4678437309,1.1169609327,Solved
I?`DBOk^?,15,4,4.4678437309,0.4678437309,1.1169609327,Solved
ICQe`pd[g,19,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rK}o,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rkrw,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rK{w,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQeR`[jw,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQbed[MW,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQRBUwjO,19,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQbfI[MW,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rYVw,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rYUw,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rirw,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rilo,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICOedq[kw,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQRDPqN?,17,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rYvg,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rYNw,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`ru]o,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQeR`[y_,19,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`qu~W,23,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`qu[w,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rs]o,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`py|o,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rYfg,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICOedq[Jo,19,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQeR`[ho,19,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`ritg,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQRFO{mO,19,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rYrw,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rYro,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rmz_,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rmzg,23,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQbR_yzO,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQRDO{dO,17,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`ritO,20,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`risw,21,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`qruw,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`qrtw,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rrNo,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`rrmo,22,3,3.4678437309,0.4678437309,1.1559479103,Solved
ICQb`ri]w,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rqtw,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`qrkw,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rY{w,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rqXw,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQeR`[zW,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQeR`[}o,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQeR`[}w,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQeR`[rg,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQRDO{^o,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`qrVo,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`r}}w,25,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rYhw,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQeR`[v_,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICOe`YwxG,18,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQeR`[Yw,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbeYkMW,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICOedq[xo,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`pymo,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rqxo,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdLwMW,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`qr~?,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
I?`DA`gJO,13,4,4.4678437308,0.4678437308,1.1169609327,Solved
ICQb`quzW,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQTbPcJO,17,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rk|_,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICOede[t_,19,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbeYsMW,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdW{~o,23,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`pz~w,25,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQRDqknO,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`riz_,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rqxw,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rizg,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdW{tW,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdW{xw,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQeR`[Vw,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rqzO,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQRDiwjO,19,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`pyzw,23,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`ri~G,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdW{Zw,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQRDqkXo,19,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdW{rg,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rYdw,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQRDqkmO,19,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQRDqktW,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdW{ng,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdW{zW,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbR_ynW,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbdW{Nw,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbR_y^W,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQRDqkMW,19,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`qu]O,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQRDO{^W,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`pymw,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICRV@qkYw,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`pyjw,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rijW,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICOfcywuG,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rm~w,25,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rskw,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICOcbRKV_,17,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rq~?,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rinW,22,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`pyjo,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQbec{jO,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`ry^w,24,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICQb`rinO,21,3,3.4678437308,0.4678437308,1.1559479103,Solved
ICOedq[ew,20,3,3.4678437308,0.4678437308,1.1559479103,Solved
