g6,n,edges,alpha,theta,gap,ratio,status
M@?CWhK_HQi_Osi@_,14,27,5,6.0370252842,1.0370252842,1.2074050568,Solved
M`O_C`B@o[ABIHf_?,14,27,5,6.0370252835,1.0370252835,1.2074050567,Solved
M_G``aIPOwB_OZ_f?,14,29,5,6.0370252829,1.0370252829,1.2074050566,Solved
M_@@D`H@H_bQBaf_?,14,27,5,6.0370252825,1.0370252825,1.2074050565,Solved
MG?WsEASPPR?HLPR?,14,28,5,6.0370252821,1.0370252821,1.2074050564,Solved
MGC?WQTHU_CXScb@_,14,28,5,6.0370252819,1.0370252819,1.2074050564,Solved
MKa@A?W@WLIQIQFo?,14,27,5,6.0370252816,1.0370252816,1.2074050563,Solved
M@QACAaSOX@aC`GQ_,14,24,5,6.0258584217,1.0258584217,1.2051716843,Solved
M@Q?aCEGW`PHBEw_?,14,25,5,6.0256148167,1.0256148167,1.2051229633,Solved
McG@G?R@OWAHQDWM?,14,24,5,6.0254608654,1.0254608654,1.2050921731,Solved
M@?CA@MbPSAhT_iO?,14,26,5,6.0253175972,1.0253175972,1.2050635194,Solved
M@Q?pH?_?B_UiAT@_,14,24,5,6.0252784731,1.0252784731,1.2050556946,Solved
MQB@?ODA_EAFYAcK_,14,25,5,6.0252769877,1.0252769877,1.2050553975,Solved
M_`@OgG@?dcMScgW_,14,26,5,6.0252756402,1.0252756402,1.2050551280,Solved
M`G?WGO__H`MSQWw?,14,25,5,6.0235338805,1.0235338805,1.2047067761,Solved
M?@CP_WH?okS`Qo[?,14,25,5,6.0222131860,1.0222131860,1.2044426372,Solved
MA_`?O`DGEhSdApo?,14,26,5,6.0222087113,1.0222087113,1.2044417423,Solved
MK_I??J@OEEBTAgK_,14,25,5,6.0214450118,1.0214450118,1.2042890024,Solved
MK_?WGG@Hag[SWgc_,14,26,5,6.0213986502,1.0213986502,1.2042797300,Solved
M_??WWgDCdKISWgc_,14,26,5,6.0178387607,1.0178387607,1.2035677521,Solved
M_CcA?MBOaCPgISD_,14,25,5,6.0137434040,1.0137434040,1.2027486808,Solved
M`C_OIAOOW?WCJGF?,14,22,5,6.0133699611,1.0133699611,1.2026739922,Solved
MOPC?GOM?L@[KQO{?,14,25,5,6.0132356981,1.0132356981,1.2026471396,Solved
M?MCA?OPGek_AxHw?,14,26,5,6.0131914873,1.0131914873,1.2026382975,Solved
M@QAC?B?oocdiGTC_,14,25,5,6.0131388907,1.0131388907,1.2026277781,Solved
MI?c?WQ@_PdAcRoX?,14,26,5,6.0127499371,1.0127499371,1.2025499874,Solved
M_`?`?J@pSAhSEgH_,14,27,5,6.0123986932,1.0123986932,1.2024797386,Solved
M`GQSH?_?P_eC`GQ_,14,23,5,6.0121291109,1.0121291109,1.2024258222,Solved
MA__H?CQ_bo[MGoo_,14,26,5,6.0118695601,1.0118695601,1.2023739120,Solved
MoC?GOOPPD?KR@K`?,14,22,5,6.0117903459,1.0117903459,1.2023580692,Solved
MoC??KQA`HCaQXSU?,14,25,5,6.0115603023,1.0115603023,1.2023120605,Solved
M_E@HGCCgRCCQTSb?,14,26,5,6.0115192253,1.0115192253,1.2023038451,Solved
M_CaCCQG\@IABQB`?,14,25,5,6.0108863469,1.0108863469,1.2021772694,Solved
M?_AQI_@_hEGMCoF?,14,24,5,6.0107145093,1.0107145093,1.2021429019,Solved
M@?CA@MbPSAhT_iO_,14,27,5,6.0105920118,1.0105920118,1.2021184024,Solved
MSO?wWCO?`cMWQ_k_,14,26,5,6.0101426964,1.0101426964,1.2020285393,Solved
M`IA?@PGoa?pBEaH?,14,24,5,6.0100872173,1.0100872173,1.2020174435,Solved
M?LCHH@_Qc@FCkh@_,14,27,5,6.0097977303,1.0097977303,1.2019595461,Solved
M_GG__oaaBGiHa`w?,14,26,5,6.0095456382,1.0095456382,1.2019091276,Solved
MKG??KID?SscSRo[?,14,26,5,6.0095444545,1.0095444545,1.2019088909,Solved
M?@CHOWH?skCcPo[?,14,25,5,6.0094370794,1.0094370794,1.2018874159,Solved
M`@?p?GgaB?mFA`w?,14,26,5,6.0093506200,1.0093506200,1.2018701240,Solved
M@?A[WgDLOI_OU_h_,14,27,5,6.0091899410,1.0091899410,1.2018379882,Solved
Mo?G_L??OgdDGkUC?,14,23,5,6.0091700798,1.0091700798,1.2018340160,Solved
M_G_gq?O?I@PGLCM?,14,22,5,6.0091700772,1.0091700772,1.2018340154,Solved
M_C_Y?P@P_?RIH_M?,14,23,5,6.0091700758,1.0091700758,1.2018340152,Solved
M_GX?c_C?K`LO[_k?,14,24,5,6.0091700754,1.0091700754,1.2018340151,Solved
M`CcA?MBOcCH_HOE_,14,24,5,6.0091700733,1.0091700733,1.2018340147,Solved
Mo??Wh?AOccDHKU@?,14,23,5,6.0089582078,1.0089582078,1.2017916416,Solved
M_COD?FAocL@@EWG_,14,24,5,6.0089499696,1.0089499696,1.2017899939,Solved
M``?`@BB@GB@?t_M?,14,24,5,6.0089487776,1.0089487776,1.2017897555,Solved
MA?gGSQGWPWHcEw_?,14,25,5,6.0089475912,1.0089475912,1.2017895182,Solved
M@OCKA?BGjIgIhWs?,14,27,5,6.0088549953,1.0088549953,1.2017709991,Solved
M_CaCAoR?gD@?x?u?,14,24,5,6.0087231705,1.0087231705,1.2017446341,Solved
M?GOcCdWS_hP`_QG_,14,25,5,6.0087206814,1.0087206814,1.2017441363,Solved
M@DAC?RQKGs_ArJo?,14,27,5,6.0087129604,1.0087129604,1.2017425921,Solved
Mo?GgCHEP?gDHPSI?,14,24,5,6.0086305517,1.0086305517,1.2017261103,Solved
MO_a?_QOO@`gBa[B?,14,23,5,6.0086156769,1.0086156769,1.2017231354,Solved
M?_Cb@C@OpCoMCoF?,14,24,5,6.0085999596,1.0085999596,1.2017199919,Solved
MCG@AECF?CAhQIWM?,14,24,5,6.0085847911,1.0085847911,1.2017169582,Solved
Mo?P?WEGAoBQO[_]?,14,25,5,6.0085782160,1.0085782160,1.2017156432,Solved
Mo?Gg_D?iAHIIIKE?,14,24,5,6.0085381452,1.0085381452,1.2017076290,Solved
M`I?WgCGAPaQOX?{?,14,25,5,6.0085251708,1.0085251708,1.2017050342,Solved
M_@?pQ?A?a_uHI[K?,14,24,5,6.0084618478,1.0084618478,1.2016923696,Solved
M@QQ?_AG_P`kgQo[?,14,25,5,6.0084430085,1.0084430085,1.2016886017,Solved
MCG@AECD_QA`QHWM?,14,24,5,6.0083096960,1.0083096960,1.2016619392,Solved
Mc?_HOPA_WAPOLWM?,14,24,5,6.0082916445,1.0082916445,1.2016583289,Solved
MOPS?GOI?D`[KQO{?,14,25,5,6.0082854577,1.0082854577,1.2016570915,Solved
Mq?@WwCAG_cD_iOT_,14,26,5,6.0082818047,1.0082818047,1.2016563609,Solved
MbA?O?FCoQC`QDgI_,14,25,5,6.0082818037,1.0082818037,1.2016563607,Solved
M_C_hP?_?B_UkAR@_,14,24,5,6.0082818021,1.0082818021,1.2016563604,Solved
M_YO??FAoaCPgISD_,14,25,5,6.0082818018,1.0082818018,1.2016563604,Solved
MOPS?ocC?S_UGRO{?,14,25,5,6.0082462216,1.0082462216,1.2016492443,Solved
Mb__GOW@QC?[GF_M?,14,24,5,6.0082347172,1.0082347172,1.2016469434,Solved
M@PC_GOH?DdKaQo[?,14,25,5,6.0082331645,1.0082331645,1.2016466329,Solved
MG_Ka?EAP?aLTAgK_,14,25,5,6.0082263532,1.0082263532,1.2016452706,Solved
MoCa?SKS@C?MDB_]?,14,25,5,6.0082217425,1.0082217425,1.2016443485,Solved
MGe?A?JD@G?ZSagK_,14,25,5,6.0082217384,1.0082217384,1.2016443477,Solved
M`HOO@AAWJAW_FHo_,14,26,5,6.0082217368,1.0082217368,1.2016443474,Solved
MSO?y?_BGbCIPB_w_,14,26,5,6.0082217364,1.0082217364,1.2016443473,Solved
M_COAKGOhHDA_bKW_,14,25,5,6.0082217363,1.0082217363,1.2016443473,Solved
MAg@AMAGUG@PDLDL?,14,27,5,6.0082217362,1.0082217362,1.2016443472,Solved
M_CgCDAGWHIQKQaa?,14,25,5,6.0082217353,1.0082217353,1.2016443471,Solved
Mo?P?WEMACB@OX_]?,14,25,5,6.0082217348,1.0082217348,1.2016443470,Solved
MW_PIOOAGI_TSD_w_,14,26,5,6.0082217347,1.0082217347,1.2016443469,Solved
M_KG_?__yBIgHa`w?,14,26,5,6.0082217347,1.0082217347,1.2016443469,Solved
Ma__X@?DGR?YKB_w_,14,26,5,6.0082217346,1.0082217346,1.2016443469,Solved
MgC?S?pDPAGp?eBG_,14,24,5,6.0077730292,1.0077730292,1.2015546058,Solved
M`I?WWCSGAcPCXOi?,14,25,5,6.0077624721,1.0077624721,1.2015524944,Solved
MA?hACIGKBBBcSp_?,14,25,5,6.0077492594,1.0077492594,1.2015498519,Solved
M?KCK?O@YPChScWw?,14,25,5,6.0076247261,1.0076247261,1.2015249452,Solved
M??IdF?o@TAiHCEG_,14,25,5,6.0076201700,1.0076201700,1.2015240340,Solved
M?D?R@OaScCdHc`w?,14,26,5,6.0075992604,1.0075992604,1.2015198521,Solved
M`?G?@FaoqCpi_TO?,14,26,5,6.0075256373,1.0075256373,1.2015051275,Solved
M`?[?GGGa@aMAqWw?,14,25,5,6.0075216540,1.0075216540,1.2015043308,Solved
M?N?`@AC[B?pWDao?,14,25,5,6.0075199178,1.0075199178,1.2015039836,Solved
M@?IKSWHHSAgoEoH?,14,26,5,6.0074242750,1.0074242750,1.2014848550,Solved
M_OO`CK?c@@JHE[K?,14,24,5,6.0073850720,1.0073850720,1.2014770144,Solved
M`GG_GG__HaMOqWw?,14,25,5,6.0073525881,1.0073525881,1.2014705176,Solved
MQAHA?DA_EAFYAcK_,14,25,5,6.0073392353,1.0073392353,1.2014678471,Solved
MCPS@CgC@G_UARo[?,14,25,5,6.0072901386,1.0072901386,1.2014580277,Solved
M?LOCAAC?UgWHLW[?,14,25,5,6.0072805728,1.0072805728,1.2014561146,Solved
MR_??KIC_HcaQRoX?,14,26,5,6.0072800786,1.0072800786,1.2014560157,Solved
MK??XIBEHGaPR@qO?,14,26,5,6.0072795170,1.0072795170,1.2014559034,Solved
M?HS@D?CGSALbCwE?,14,24,5,6.0072775214,1.0072775214,1.2014555043,Solved
M?@K@OQH?sqGWHo[?,14,25,5,6.0072775174,1.0072775174,1.2014555035,Solved
M?IAGoo@?sgEgPo[?,14,25,5,6.0072747692,1.0072747692,1.2014549538,Solved
Mg@@?OW_GMf_Cs`w?,14,26,5,6.0072144784,1.0072144784,1.2014428957,Solved
MHa?_@G@XFAgAdRo?,14,26,5,6.0072094831,1.0072094831,1.2014418966,Solved
MD`A@COB@H?RAXo[?,14,25,5,6.0071497971,1.0071497971,1.2014299594,Solved
McH?oWCG?`_]WQ_k_,14,26,5,6.0070605719,1.0070605719,1.2014121144,Solved
M@?KQGeEU@WAD`IQ_,14,27,5,6.0070303860,1.0070303860,1.2014060772,Solved
M`Q?OKCA?bcUggSS_,14,26,5,6.0070118667,1.0070118667,1.2014023733,Solved
MKB?O?FAOEEBUAgK_,14,25,5,6.0070034561,1.0070034561,1.2014006912,Solved
M@_aOCCCGYiC_TwW?,14,25,5,6.0069956183,1.0069956183,1.2013991237,Solved
M?K?iGcof?@`C\_x?,14,27,5,6.0069878012,1.0069878012,1.2013975602,Solved
MdO?gWGG?H_]WQ_k_,14,26,5,6.0069877976,1.0069877976,1.2013975595,Solved
MB___Oi?WKgH`Dpo?,14,26,5,6.0069877974,1.0069877974,1.2013975595,Solved
MAK?KECGkg@PPTWX?,14,27,5,6.0069877969,1.0069877969,1.2013975594,Solved
MB?KGaGIASSg@]O{?,14,27,5,6.0069877963,1.0069877963,1.2013975593,Solved
MBAKA?cq?V@[CFHo_,14,28,5,6.0069877961,1.0069877961,1.2013975592,Solved
MOQ??K[G_ooSWRST?,14,26,5,6.0069877957,1.0069877957,1.2013975591,Solved
MAK?KHCodC@LGwDD_,14,27,5,6.0069877956,1.0069877956,1.2013975591,Solved
MCS`?Op?gIgP`Dpo?,14,26,5,6.0069877956,1.0069877956,1.2013975591,Solved
MOS?GccOhg@P`ToX?,14,27,5,6.0069877953,1.0069877953,1.2013975591,Solved
Mq??oWcO?g`DGt_{?,14,26,5,6.0069877947,1.0069877947,1.2013975589,Solved
Mb??W_gA?Hgigq_{?,14,26,5,6.0069877947,1.0069877947,1.2013975589,Solved
M_c_X?O@AB_][C_w_,14,26,5,6.0069877941,1.0069877941,1.2013975588,Solved
MM???SU@`OhC`RgT?,14,26,5,6.0069877940,1.0069877940,1.2013975588,Solved
M[?@WWCO?PaMSQ_k_,14,26,5,6.0069877940,1.0069877940,1.2013975588,Solved
M_LB?_G_OKaeGY`w?,14,26,5,6.0069532645,1.0069532645,1.2013906529,Solved
MGICE?DCgWePUGFo?,14,27,5,6.0069502397,1.0069502397,1.2013900479,Solved
M?DaCCaAWkSBaGSO_,14,25,5,6.0068657917,1.0068657917,1.2013731583,Solved
M@UC?GbOQE@@HdDL?,14,26,5,6.0068548128,1.0068548128,1.2013709626,Solved
M?DC@_g@`_gTbOo[?,14,25,5,6.0068218154,1.0068218154,1.2013643631,Solved
M?@K_OoG_ogLhOo[?,14,25,5,6.0067834116,1.0067834116,1.2013566823,Solved
MGA@A?\aSSE`ScFo?,14,27,5,6.0067829086,1.0067829086,1.2013565817,Solved
Mg@OP?Oc`W@M?y`w?,14,26,5,6.0067829085,1.0067829085,1.2013565817,Solved
Mo??[`D@?PeQISSa_,14,26,5,6.0067829079,1.0067829079,1.2013565816,Solved
MB??WiAHKOxGGqRG_,14,27,5,6.0067829071,1.0067829071,1.2013565814,Solved
M@?IIPCEK`SW`SIa_,14,27,5,6.0067829071,1.0067829071,1.2013565814,Solved
M_D`?OOkQD@`?x`w?,14,26,5,6.0067829070,1.0067829070,1.2013565814,Solved
M?Q?pG_@GqwSSWgc_,14,26,5,6.0067829069,1.0067829069,1.2013565814,Solved
M@?IIQIQ?gckccgQ?,14,26,5,6.0067829064,1.0067829064,1.2013565813,Solved
MC??XHOK?XwWQSgg_,14,26,5,6.0067829059,1.0067829059,1.2013565812,Solved
MQ??XGQHGoxGOqbG_,14,27,5,6.0067829058,1.0067829058,1.2013565812,Solved
M_@`?OWgIEB`Cs`w?,14,26,5,6.0067829052,1.0067829052,1.2013565810,Solved
MG?k`ATQc?bHEQP`_,14,28,5,6.0067829051,1.0067829051,1.2013565810,Solved
Mg?_OOWcaIcKD``w?,14,26,5,6.0067829050,1.0067829050,1.2013565810,Solved
MgD?P?OaHg?y?y`w?,14,26,5,6.0067829047,1.0067829047,1.2013565809,Solved
M@?IOgWHe?wK`gIQ_,14,27,5,6.0067829041,1.0067829041,1.2013565808,Solved
M_??WWSIDDIJWWcc_,14,27,5,6.0066029517,1.0066029517,1.2013205903,Solved
M@q?GGHC`EGFWScg_,14,26,5,6.0064847022,1.0064847022,1.2012969404,Solved
MAKAKCd`AGCJAMc`_,14,27,5,6.0064508627,1.0064508627,1.2012901725,Solved
MG_OcGBO@?@R@MEM?,14,23,5,6.0061813993,1.0061813993,1.2012362799,Solved
MDO__?aAWKgkaQpo?,14,26,5,6.0061104469,1.0061104469,1.2012220894,Solved
MB?KHGOHKOx??zQw?,14,27,5,6.0060660479,1.0060660479,1.2012132096,Solved
MB??WgbaKCH`HEqO_,14,27,5,6.0060341969,1.0060341969,1.2012068394,Solved
M_C_?kA_I@@oIEKF?,14,23,5,6.0058568575,1.0058568575,1.2011713715,Solved
M@GCGWO_OHhESaWw?,14,25,5,6.0058201654,1.0058201654,1.2011640331,Solved
M?_H__SGYTGagPpo?,14,26,5,6.0058194477,1.0058194477,1.2011638895,Solved
MI___ACGwDBHBQRo?,14,26,5,6.0058172052,1.0058172052,1.2011634410,Solved
M_O@D_LKGOgpDaf_?,14,27,5,6.0057821196,1.0057821196,1.2011564239,Solved
M@?c?[ICI`P@PdWT?,14,26,5,6.0057669379,1.0057669379,1.2011533876,Solved
M__?Woc@A`cYWScg_,14,26,5,6.0057555389,1.0057555389,1.2011511078,Solved
MB??XIHGkCH`DEqO_,14,27,5,6.0056905529,1.0056905529,1.2011381106,Solved
M?D@ICHLCQOUWBdG_,14,27,5,6.0056778135,1.0056778135,1.2011355627,Solved
M_GYC?bCoG`DgaSP?,14,25,5,6.0056119711,1.0056119711,1.2011223942,Solved
M`C`?d?_?L`MagPS_,14,26,5,6.0056099173,1.0056099173,1.2011219835,Solved
MoGOp@?CGL@JPS`w?,14,26,5,6.0056060783,1.0056060783,1.2011212157,Solved
MI_gOc?CgLOBIXPX?,14,27,5,6.0056060730,1.0056060730,1.2011212146,Solved
Mo?Gp@OAGacpPS`w?,14,26,5,6.0056060721,1.0056060721,1.2011212144,Solved
M?KcIG`_Q_aUAip@_,14,27,5,6.0056060707,1.0056060707,1.2011212141,Solved
M@S@KGG_aHcMCwp@_,14,27,5,6.0056060707,1.0056060707,1.2011212141,Solved
MB?HI?d`QOpOCJao_,14,27,5,6.0056060702,1.0056060702,1.2011212140,Solved
MB?GcKeQcGCBaHQQ?,14,26,5,6.0056060698,1.0056060698,1.2011212140,Solved
MB?HIQDH?eGSaFaF?,14,28,5,6.0056060692,1.0056060692,1.2011212138,Solved
MK_@_WGCGKgLgSPg_,14,26,5,6.0056060687,1.0056060687,1.2011212137,Solved
MB?G`TE`CPDA``OU_,14,27,5,6.0056060685,1.0056060685,1.2011212137,Solved
MC_?X_DOiIDBSHga_,14,27,5,6.0056037160,1.0056037160,1.2011207432,Solved
M_ChOgoKCLHIOc_W_,14,27,5,6.0055867742,1.0055867742,1.2011173548,Solved
M_Ch`aIPSCGHDHIE_,14,28,5,6.0055867724,1.0055867724,1.2011173545,Solved
M_GP`aIPOocdQP`a_,14,29,5,6.0055867708,1.0055867708,1.2011173542,Solved
M@?GiOdaISQ@PDgo_,14,27,5,6.0055867702,1.0055867702,1.2011173540,Solved
MG?[SO`P`aBE`BSg_,14,28,5,6.0055867694,1.0055867694,1.2011173539,Solved
MB?GIUGGkGx?CbHW_,14,27,5,6.0055867672,1.0055867672,1.2011173534,Solved
M`H?C_FApGHPCMf_?,14,27,5,6.0055867669,1.0055867669,1.2011173534,Solved
M@?HOjAoQKPHHHEE_,14,28,5,6.0055867663,1.0055867663,1.2011173533,Solved
M@?IIQCP@TQIEKgo_,14,27,5,6.0055867655,1.0055867655,1.2011173531,Solved
MW?Ggp@Osg@THDeG_,14,28,5,6.0055867654,1.0055867654,1.2011173531,Solved
MB?GIUGHGccS`RqB?,14,28,5,6.0055867654,1.0055867654,1.2011173531,Solved
M_GW`CoKCRGqQS`g_,14,28,5,6.0055867654,1.0055867654,1.2011173531,Solved
M?E@?l`aB?`pPccH_,14,27,5,6.0055867651,1.0055867651,1.2011173530,Solved
M@?IPLGcGhGaaRgb?,14,28,5,6.0055867648,1.0055867648,1.2011173530,Solved
MGCGSgeHE_?ZScaH_,14,28,5,6.0055867647,1.0055867647,1.2011173529,Solved
MG?[CQGPPdBQHHSo_,14,28,5,6.0055867646,1.0055867646,1.2011173529,Solved
MB?GKObq?chO`JHR?,14,28,5,6.0055867645,1.0055867645,1.2011173529,Solved
MWC?YEKDOiCFS`aE_,14,29,5,6.0055867639,1.0055867639,1.2011173528,Solved
MK??WZAKOH@BS`gQ_,14,26,5,6.0055867638,1.0055867638,1.2011173528,Solved
M_KsQGaG_baMPKaB_,14,30,5,6.0055867638,1.0055867638,1.2011173528,Solved
M?KAGiCTDCGLGwaD_,14,27,5,6.0055867638,1.0055867638,1.2011173528,Solved
MR?GGQBOsSGhDEIH_,14,28,5,6.0055867637,1.0055867637,1.2011173527,Solved
MgH?C_FApGBPCMf_?,14,27,5,6.0055867635,1.0055867635,1.2011173527,Solved
M_?DA_MBS`KBD`IQ_,14,27,5,6.0055867635,1.0055867635,1.2011173527,Solved
MW?Ggo_dIS?lOwe@_,14,28,5,6.0055867635,1.0055867635,1.2011173527,Solved
M_C@_ClPQaT_BakC_,14,28,5,6.0055867634,1.0055867634,1.2011173527,Solved
MR?GGQIPSEGWDHIE_,14,27,5,6.0055867630,1.0055867630,1.2011173526,Solved
MGAKQGqEOqOFGeT@_,14,29,5,6.0055867626,1.0055867626,1.2011173525,Solved
M`CgaQaQ?K_qCZgR?,14,29,5,6.0055867626,1.0055867626,1.2011173525,Solved
M@GSC@GP?I@PGiCT_,14,23,5,6.0038658658,1.0038658658,1.2007731732,Solved
MG_Wc?BO@??Z@MEM?,14,23,5,6.0033766615,1.0033766615,1.2006753323,Solved
MGCC?l?@K@@oIEKF?,14,23,5,6.0027862614,1.0027862614,1.2005572523,Solved
M`CAK?K@@@@RCUG[?,14,23,5,6.0025732081,1.0025732081,1.2005146416,Solved
MGCS_SD@OPGBGE_H_,14,23,5,6.0022239639,1.0022239639,1.2004447928,Solved
M@GSC@CQ?I@PGiCT_,14,23,5,6.0001627343,1.0001627343,1.2000325469,Solved
MqI?_OD@_a@POLGM?,14,24,5,6.0000000087,1.0000000087,1.2000000017,Solved
MoCa?SS@`O?FSP_]?,14,25,5,6.0000000060,1.0000000060,1.2000000012,Solved
M`?JC`G`@GB@?|?}?,14,26,5,6.0000000050,1.0000000050,1.2000000010,Solved
MCOGc@@@`DCgMCoF?,14,24,5,6.0000000041,1.0000000041,1.2000000008,Solved
M`@Id?G_?DdA?XDA_,14,23,5,6.0000000032,1.0000000032,1.2000000006,Solved
M`hO?E@OgaCOAF@J?,14,24,5,6.0000000014,1.0000000014,1.2000000003,Solved
MqQ@_W_AGGA@?X?e_,14,22,5,6.0000000001,1.0000000001,1.2000000000,Solved
Mo?G`DCA_@_hKDUA?,14,23,5,5.9990715162,0.9990715162,1.1998143032,Solved
MQQ@@?D@_P`IChCq?,14,24,5,5.9964995824,0.9964995824,1.1992999165,Solved
MQ?G??jDpIBPQO`__,14,25,5,5.9964085389,0.9964085389,1.1992817078,Solved
M??_xOTMD_H`OK_o_,14,26,5,5.9962742502,0.9962742502,1.1992548500,Solved
Mo?a?CDCgWaHIHUO?,14,24,5,5.9960251304,0.9960251304,1.1992050261,Solved
M_C_WWOGKCgLggSS_,14,26,5,5.9959313612,0.9959313612,1.1991862722,Solved
M`A?GSaCaPHADXHU?,14,26,5,5.9958401203,0.9958401203,1.1991680241,Solved
M`GG_@@_OiC@Ad@h?,14,22,5,5.9957890549,0.9957890549,1.1991578110,Solved
MoC?i?`C?D_iJCQB?,14,23,5,5.9957646489,0.9957646489,1.1991529298,Solved
M_C?j?KA@C_iCJgK?,14,23,5,5.9953759628,0.9953759628,1.1990751926,Solved
M`OG_ECAOKCKCFWM?,14,24,5,5.9953737001,0.9953737001,1.1990747400,Solved
M_DQT?__@CaEAP@I_,14,23,5,5.9950917459,0.9950917459,1.1990183492,Solved
MA_?T@C@`DAgMCoF?,14,24,5,5.9950442777,0.9950442777,1.1990088555,Solved
MO_Q?D?KGB@gBa[B?,14,23,5,5.9945925846,0.9945925846,1.1989185169,Solved
M`CH?H@_?SAH@dGM?,14,22,5,5.9945274777,0.9945274777,1.1989054955,Solved
Mo?I_CDCO`HHHEIK?,14,24,5,5.9944809458,0.9944809458,1.1988961892,Solved
MGC?KGQBC_@WONGN?,14,24,5,5.9942936919,0.9942936919,1.1988587384,Solved
M@O@GYCcCa@TO{XD?,14,27,5,5.9942282889,0.9942282889,1.1988456578,Solved
M`?iC?WC@@?jAe?{?,14,23,5,5.9942158422,0.9942158422,1.1988431684,Solved
Mc?@H?Y@OWAHQDWM?,14,24,5,5.9942076631,0.9942076631,1.1988415326,Solved
M_?OpGKKCBHAGbO{?,14,25,5,5.9942058244,0.9942058244,1.1988411649,Solved
